Question_ID,Question_Version,Level,Topic_Code,LO_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Answer_Explanation,Probe_Type,TLG_Key_Idea_Ref,Alternative_Conception_Ref,Diagnostic_Use,Review_Status,Source_Note,Teacher_Notes,Times_Used,Last_Used,Created_Date,Approved_Date,Approved_By
P3_INT_MAG_C03_Q01,2,P3,P3-INT-MAG,P3-INT-MAG-C03,Which object commonly uses a magnet as part of its function?,A paper cup,A wooden ruler,A glass tumbler,A refrigerator door catch,D,Magnetic catches are used to help keep some doors closed.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_C03_Q02,2,P3,P3-INT-MAG,P3-INT-MAG-C03,Why might a small magnet be placed inside a pencil-case flap?,To help the flap stay closed by magnetic attraction.,To make the pencil case waterproof.,To make the case float.,To make the pencils longer.,A,The magnet provides an attractive force that can hold the flap shut.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_C03_Q03,2,P3,P3-INT-MAG,P3-INT-MAG-C03,A pupil says magnets are useful only for picking up nails. Which example shows another use?,A plastic bottle holding water,A magnetic catch that keeps a cabinet door closed,A rubber band stretching,A ceramic plate holding food,B,Magnets have many everyday uses besides lifting magnetic objects.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_C03_Q04,2,P3,P3-INT-MAG,P3-INT-MAG-C03,A tool is designed to collect scattered steel pins without touching each one by hand. Which feature would be most useful?,A piece of glass,A rubber strip,A magnet,A wooden block,C,Steel pins are magnetic materials and can be collected using a magnet.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P01_Q01,3,P3,P3-INT-MAG,P3-INT-MAG-P01,A bar is attracted to both the north and south poles of a known magnet. What can the pupil conclude about the bar?,It must be a magnet.,It must be non-magnetic.,It must be made of plastic.,It may be a magnetic material rather than a magnet.,D,Attraction alone does not prove that an object is a magnet; magnetic materials can be attracted by either pole.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P01_Q02,3,P3,P3-INT-MAG,P3-INT-MAG-P01,Which test best shows whether a material is magnetic or non-magnetic?,Bring a magnet near each material and observe whether it is attracted.,Measure which object is longest.,Place each object in sunlight.,Check whether each object is waterproof.,A,A magnetic material is attracted to a magnet; a non-magnetic material is not.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P01_Q03,2,P3,P3-INT-MAG,P3-INT-MAG-P01,An unknown bar repels the north pole of a known magnet. What does this show?,The unknown bar is only a magnetic material.,The unknown bar is a magnet with a north pole at the tested end.,The unknown bar is non-magnetic.,Any metal can repel a magnet.,B,Repulsion is evidence that the unknown bar itself is a magnet with a like pole facing the known magnet.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P02_Q01,2,P3,P3-INT-MAG,P3-INT-MAG-P02,Which method can make an iron nail into a magnet using a bar magnet?,Rub the nail back and forth randomly.,Place the nail beside the magnet without moving it.,Stroke the nail repeatedly in one direction using the same pole.,Wash the nail in water.,C,The stroke method uses repeated strokes in one direction with the same pole.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P02_Q02,3,P3,P3-INT-MAG,P3-INT-MAG-P02,A wire is wound around an iron nail and connected to a battery. What happens to the nail?,The nail becomes non-magnetic.,Only the battery becomes a magnet.,The wire stops the nail from attracting objects.,The iron nail becomes a magnet and can attract steel clips.,D,This is the electrical method of making a magnet.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P3_INT_MAG_P02_Q03,2,P3,P3-INT-MAG,P3-INT-MAG-P02,A pupil strokes an iron nail back and forth with a magnet and gets a weak result. What should be changed?,Stroke repeatedly in one direction with the same pole of the magnet.,Use both poles alternately in random directions.,Use a wooden nail instead.,Stop after one stroke.,A,Consistent strokes in one direction with the same pole are required for the stroke method.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_C01_Q01,2,P4,P4-SYS-PLANT,P4-SYS-PLANT-C01,Which plant part mainly absorbs water and mineral salts from the soil?,Leaves,Roots,Flowers,Fruits,B,Roots absorb water and mineral salts and also help anchor the plant.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_C01_Q02,2,P4,P4-SYS-PLANT,P4-SYS-PLANT-C01,A plant has healthy leaves but its roots are badly damaged. Which problem is most likely to occur first?,It will be unable to receive light.,It will immediately stop producing flowers because flowers absorb water.,It will have difficulty taking in enough water from the soil.,Its leaves will become roots.,C,Damaged roots reduce the plant’s ability to absorb water and mineral salts.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_C01_Q03,2,P4,P4-SYS-PLANT,P4-SYS-PLANT-C01,A pupil says the stem is useful only because it holds the plant upright. Which additional function does the stem have?,It absorbs most water directly from the air.,It makes all the plant’s food underground.,It produces soil for the roots.,It transports substances between the roots and leaves.,D,The stem supports the plant and transports substances between different parts.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_C01_Q04,2,P4,P4-SYS-PLANT,P4-SYS-PLANT-C01,Why are many leaves broad and positioned to receive light?,Leaves are the main plant parts that make food.,Leaves mainly anchor the plant.,Leaves mainly absorb mineral salts from soil.,Leaves pump water like a heart.,A,Leaves receive light and are the main plant parts that make food.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_P01_Q01,2,P4,P4-SYS-PLANT,P4-SYS-PLANT-P01,A pupil is asked to compare the roots of two plants. Which observation is most useful?,Record only the colour of the flower pot.,"Record the number, thickness and branching pattern of the roots.",Measure the classroom temperature only.,Count the number of chairs near each plant.,B,Useful observations focus on visible features of the plant parts being compared.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_P01_Q02,2,P4,P4-SYS-PLANT,P4-SYS-PLANT-P01,"Which investigation best helps a pupil observe how roots, stems and leaves differ among plants?",Observe only one leaf from one plant.,Read the label on the plant pot without observing the plant.,Examine several whole plants and record visible features of each part.,Measure only the mass of the soil.,C,Observing several plants provides evidence about similarities and differences in plant parts.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_SYS_PLANT_P01_Q03,4,P4,P4-SYS-PLANT,P4-SYS-PLANT-P01,A pupil sees two plants with very different leaf shapes and says their leaves must have completely different functions. Which statement is more accurate?,Different shapes prove the plants have no leaves.,Only large leaves make food.,Leaf shape alone determines whether a plant is living.,Leaves can differ in appearance while still carrying out the same main function of making food.,D,Plant parts can look different in different plants while carrying out the same main functions.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
